年度/Year,月份/Month,發電站名稱/Station Name,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kW-h),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day
2021,10,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,59201,2.931610447
2021,10,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3916,3.138449209
2021,10,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,8135,2.858598637
2021,10,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8346,2.324920608
2021,10,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3236,2.491338825
2021,10,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,219993,3.342635272
2021,10,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,228985,3.209529873
2021,10,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9740,3.447940174
2021,10,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1762,0.947311828
2021,10,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,456544,3.176161535
2021,10,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,186375,3.693728243
2021,10,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5373,2.887266044
2021,10,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,129696,2.869035231
2021,10,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,6114,2.79317103
2021,10,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,33569,2.930654167
2021,10,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,54687,3.341092375
2021,10,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,17517,3.488052569
2021,10,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,24827,3.512591964
2021,10,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,21856,3.56076898
2021,10,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,29465,3.684046012
2021,10,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,202117,3.623174896
2021,10,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,41806,3.549270042
2021,10,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,53397,3.459080792
2021,10,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,75651,3.436925862
2021,10,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,93817,3.334164947
2021,10,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,11860228,3.825914433
2021,10,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,100048,3.228646297
2021,10,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,5213,3.525393927
2021,10,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,25410,3.794802867
2021,10,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,6193,2.68513701
2021,10,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,2886,3.232526882
2021,10,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,2417,2.406411788
2021,10,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,73592,3.347673182
2021,10,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,20343768,4.375030704
2021,10,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,131092,3.859990684
2021,10,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,9663,1.269589758
2021,10,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,35829,3.530590767
2021,10,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,214013,3.452547616
2021,10,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,87185,3.814587884
2021,10,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,109094,3.01463241
2021,10,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,85111,3.191866779
2021,10,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,29605,3.108723958
2021,10,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,29186,3.064726142
2021,10,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,37647,3.294323337
2021,11,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,41096,2.1
2021,11,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2806,2.32
2021,11,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6154,2.23
2021,11,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,6388,1.84
2021,11,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,2608,2.07
2021,11,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,175442,2.75
2021,11,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,415183,2.56
2021,11,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,7776,2.84
2021,11,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1358,0.75
2021,11,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,401754,2.89
2021,11,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,158682,3.25
2021,11,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4822,2.68
2021,11,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,119222,2.73
2021,11,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4017,1.9
2021,11,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,30651,5.56
2021,11,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,48182,3.04
2021,11,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,12159,2.5
2021,11,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,17808,2.6
2021,11,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,17565,2.96
2021,11,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,25571,3.3
2021,11,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,215973,4
2021,11,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,37745,3.31
2021,11,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,50372,3.37
2021,11,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,48932,2.3
2021,11,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,62163,2.28
2021,11,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,9443183,3.15
2021,11,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,79326,2.65
2021,11,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,4404,3.08
2021,11,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,21674,3.34
2021,11,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,4172,1.87
2021,11,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,2021,2.34
2021,11,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,2202,2.27
2021,11,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,56616,2.66
2021,11,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,17551359,3.9
2021,11,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,87147,2.65
2021,11,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,14306,2.33
2021,11,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,30511,3.11
2021,11,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,192062,3.2
2021,11,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,56153,2.54
2021,11,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,77418,2.21
2021,11,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,55389,2.15
2021,11,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,20428,2.22
2021,11,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,19722,2.14
2021,11,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,24827,2.24
2021,12,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,37841,1.873871572
2021,12,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2522,2.021238229
2021,12,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6802,2.390189051
2021,12,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8014,2.232436347
2021,12,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3002,2.311186388
2021,12,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,177765,2.70101121
2021,12,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,567602,2.822989719
2021,12,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9094,3.219257489
2021,12,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1513,0.81344086
2021,12,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,429885,2.990695752
2021,12,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,162559,3.221723779
2021,12,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4902,2.634166788
2021,12,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,134391,2.972894413
2021,12,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4155,1.9
2021,12,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,25821,2.271102388
2021,12,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,47248,2.886608016
2021,12,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,14856,2.95818399
2021,12,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,18513,2.619269949
2021,12,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,18291,2.979960899
2021,12,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,22163,2.771067767
2021,12,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,197721,3.544371644
2021,12,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,35110,2.980789149
2021,12,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,50083,3.244398436
2021,12,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,43400,1.971719903
2021,12,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,51410,1.827061406
2021,12,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,9050515,2.919547244
2021,12,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,84500,2.72689721
2021,12,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,4036,2.729424494
2021,12,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,20680,3.088410992
2021,12,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,4295,1.862209504
2021,12,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,1650,1.84811828
2021,12,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,2416,2.405416169
2021,12,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,52364,2.382019221
2021,12,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,16187202,3.481140061
2021,12,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,92157,2.713553546
2021,12,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,19029,2.500157664
2021,12,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,26303,2.591898433
2021,12,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,193141,3.115831744
2021,12,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,62552,2.736825157
2021,12,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,93446,2.582225789
2021,12,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,63619,2.385865195
2021,12,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,20535,2.156313004
2021,12,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,17346,1.821446573
2021,12,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,31472,2.753976254
2021,12,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,35500,2.07
2022,1,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,33239,1.645982325
2022,1,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,1804,1.445802444
2022,1,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6442,2.263686837
2022,1,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,6702,1.866956376
2022,1,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,2719,2.093309724
2022,1,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,174051,2.644579653
2022,1,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,533589,2.653824794
2022,1,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8401,2.9739369
2022,1,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1381,0.742473118
2022,1,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,424986,2.956613571
2022,1,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,162648,3.223487652
2022,1,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4767,2.561622415
2022,1,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,110472,2.443776678
2022,1,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4245,1.939321397
2022,1,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,20459,1.806410587
2022,1,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,44041,2.690676931
2022,1,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,12266,2.442453206
2022,1,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,15172,2.146576118
2022,1,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,17866,2.910720104
2022,1,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,25066,3.134033508
2022,1,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,202895,3.637121423
2022,1,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,35808,3.040048358
2022,1,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,49745,3.22250265
2022,1,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,41768,1.897575966
2022,1,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,52011,1.848420361
2022,1,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,9348095,3.015541656
2022,1,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,77307,2.494772102
2022,1,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,3978,2.690200852
2022,1,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,20128,3.005973716
2022,1,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,3253,1.41042317
2022,1,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,1406,1.574820789
2022,1,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,2178,2.168458781
2022,1,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,58162,2.645768122
2022,1,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,16198570,3.483584807
2022,1,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,736,0.021671446
2022,1,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,18961,2.491223368
2022,1,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,27852,2.744536941
2022,1,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,191874,3.095391968
2022,1,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,51989,2.274664329
2022,1,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,73568,2.032930108
2022,1,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,52812,1.980576757
2022,1,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,17383,1.825331821
2022,1,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,17253,1.811680948
2022,1,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,26395,2.309710321
2022,1,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,50078,2.167766177
2022,2,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,22697,1.244369443
2022,2,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,1317,1.168589175
2022,2,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,5549,2.158807968
2022,2,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,5842,1.801751789
2022,2,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,2324,1.980906921
2022,2,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,124616,2.096320102
2022,2,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,401651,2.211657612
2022,2,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,7131,2.794826573
2022,2,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1318,0.78452381
2022,2,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,356639,2.74696065
2022,2,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,155041,3.401946715
2022,2,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4469,2.658789653
2022,2,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,117521,2.878249514
2022,2,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,3515,1.777874441
