DateTime,Volume,Transaction,Value,Open,High,Low,Close,Change,ForeignVol,TrustVol,DealerVol,InvestorsVol
2019/1/17,21163986,8288,4646131841,218,221,218,220.5,3,28145116,542000,1355399,30042515
2019/1/18,52677569,15157,11530053787,219,220,217.5,218.5,2,71798480,572000,2002000,74372480
2019/1/21,32515866,10549,7208829658,220,223,220,221,2.5,45395692,2864000,1346000,49605692
2019/1/22,30958483,8258,6854867566,220,223,219,223,2,41698238,1169000,1245000,44112238
2019/1/23,18671213,7059,4121110926,221.5,222,220,220.5,2.5,29439157,248000,648000,30335157
2019/1/24,31348924,6291,6958753608,222.5,222.5,220.5,222.5,2,51770824,163000,179000,52112824
2019/1/25,48039764,14979,10870045150,226.5,227,225,226,3.5,68932988,751000,667000,70350988
2019/1/28,29134257,10189,6665379096,229.5,229.5,228,229,3,41139802,1020000,1425000,43584802
2019/1/29,42566520,13344,9486156460,222.5,225,222,222.5,6.5,64200051,704000,1248000,66152051
2019/1/30,51889945,12858,11453957730,220.5,221.5,220,221,1.5,79245971,471000,805000,80521971
2019/2/11,81360106,21689,18546167132,228,229,226.5,228,7,120310091,518000,1740000,122568091
2019/2/12,30125670,13313,6921488930,230,230,229,230,2,38184135,1519000,455000,40158135
2019/2/13,28634925,10230,6575201825,232,232,228.5,229,1,37107558,652000,679000,38438558
2019/2/14,23647751,6873,5392943977,229.5,230,226,227,2,36895676,565000,844000,38304676
2019/2/15,22369799,5743,5093773373,229,229,226.5,227,0,37416088,393000,600000,38409088
2019/2/18,18163916,7035,4169729625,229,230.5,228.5,230,3,22730000,248000,1264000,24242000
2019/2/19,18423023,6471,4228108427,230,230.5,229,229,1,26562278,387000,450000,27399278
2019/2/20,31887710,14241,7430197670,231.5,234.5,231,234.5,5.5,40325952,574000,747000,41646952
2019/2/21,34013489,11443,8013908284,235.5,236.5,234.5,236.5,2,42649680,129000,1599000,44377680
2019/2/22,22032163,6913,5187054985,235.5,236.5,234,236.5,0,34560531,400000,1061000,36021531
2019/2/25,25227138,8527,5995746054,237.5,239,236,238,1.5,36113529,172230,469000,36754759
2019/2/26,24586789,7994,5864298571,239,240,236.5,239.5,1.5,35063998,244000,1141000,36448998
2019/2/27,37947889,9931,9052540803,238.5,239.5,237,239,0.5,65679068,478000,671000,66828068
2019/3/4,45164513,13323,10691130829,239.5,239.5,234.5,235.5,3.5,68683406,507230,1411750,70602386
2019/3/5,23708407,8706,5533050748,234,234.5,232.5,233,2.5,27942046,180000,1208000,29330046
2019/3/6,20811226,7090,4872352124,235,235.5,233.5,234,1,21161013,38000,1559000,22758013
2019/3/7,17226192,5768,4029782428,235,235,233,234,0,23328843,115000,900000,24343843
2019/3/8,22535659,8931,5183171608,231,231.5,229,230,4,25542177,727000,590000,26859177
2019/3/11,34282793,7451,7835079913,228,230.5,227.5,230.5,0.5,53924094,219000,1392000,55535094
2019/3/12,23839972,9253,5601351324,233,237,232.5,235.5,5,33246135,42000,748000,34036135
2019/3/13,22493195,6269,5308051755,234,237,234,237,1.5,27581222,468000,988000,29037222
2019/3/14,17281356,6564,4077045380,239,239,234,234.5,2.5,23250796,70000,975000,24295796
2019/3/15,34542729,8872,8231572752,237,239.5,235.5,239,4.5,50420623,454000,911000,51785623
2019/3/18,27040532,10690,6493129050,239.5,241,239,241,2,30608334,155000,773000,31536334
2019/3/19,14620009,7105,3496720720,239,240.5,238,240.5,0.5,18345009,141000,372000,18858009
2019/3/20,23055971,6757,5563557011,242,242,239.5,242,1.5,29913200,37000,673000,30623200
2019/3/21,27514502,11071,6710510004,242.5,245.5,241,245.5,3.5,32339241,64000,554000,32957241
2019/3/22,22996467,10485,5680726299,248,248.5,244.5,248.5,3,24895556,300228,1031000,26226784
2019/3/25,19273254,8468,4662705968,240.5,243.5,240.5,241.5,7,20795554,169000,900000,21864554
2019/3/26,21053170,6630,5109273236,243,244,241,244,2.5,30171279,127000,389000,30687279
2019/3/27,23622089,7603,5703467700,242,242.5,240.5,241.5,2.5,34058020,379000,1369000,35806020
2019/3/28,13998054,3948,3379510718,240.5,242.5,240,242,0.5,22711924,24000,603000,23338924
2019/3/29,31024810,6712,7568601014,243,245.5,240.5,245.5,3.5,51040416,310000,962000,52312416
2019/4/1,35330656,13292,8758161220,251,251,245,245.5,0,41282932,332860,1041997,42657789
2019/4/2,25189053,9171,6226523038,249.5,249.5,246,246,0.5,29102411,256000,746000,30104411
2019/4/3,28581323,8067,7075597562,249,249,246.5,246.5,0.5,42616338,99000,933000,43648338
2019/4/8,46426821,16430,11682512762,251,253,250.5,253,6.5,57167312,259000,983000,58409312
2019/4/9,22745674,8323,5760337782,253,254,252,254,1,31595640,332000,610000,32537640
2019/4/10,33174934,9992,8403528302,253,254.5,252,254,0,54022863,117000,1751000,55890863
2019/4/11,25146840,8284,6347861680,253,254,251.5,252,2,35663631,85000,1408000,37156631
2019/4/12,13888148,4931,3496444666,251.5,253,251,252,0,21711873,63000,388000,22162873
2019/4/15,17257002,6739,4403988510,255,256,254,255.5,3.5,22903164,62000,617000,23582164
2019/4/16,20231648,7676,5185697928,257,257,255.5,257,1.5,31319361,247000,1093000,32659361
2019/4/17,39037191,13486,10202504410,260,263,259.5,261.5,4.5,48445219,335000,2939000,51719219
2019/4/18,48525490,12208,12836006732,264,266,263.5,264.5,3,66281628,181000,1822000,68284628
2019/4/19,47698699,14431,12712409558,269,269.5,263.5,264.5,0,61586228,108000,1427000,63121228
2019/4/22,24967393,8527,6635995145,266.5,267.5,265,266,1.5,31644000,251803,696000,32591803
2019/4/23,26251847,9394,7017363629,266.5,268,266,268,2,35977110,248000,397000,36622110
2019/4/24,37386755,9687,10044241090,270,270,267.5,269,1,58618761,182000,1288000,60088761
2019/4/25,36572455,7331,9800038536,268.5,269,267,267.5,1.5,60658876,332000,326000,61316876
2019/4/26,51743804,16674,13459329059,262,263,257.5,260,7.5,64649282,30000,2558000,67237282
2019/4/29,32651618,10407,8477117257,260,262,258.5,259.5,0.5,49793502,136000,1709000,51638502
2019/4/30,40446419,10939,10484399861,260,260.5,258,259,0.5,62864200,285000,547000,63696200
2019/5/2,27376394,9110,7122135656,261.5,262.5,258.5,259,0,32080549,82000,1651000,33813549
2019/5/3,30200246,10068,7940572444,262,265,260.5,265,6,38896906,100925,836000,39833831
2019/5/6,33688187,12535,8717053470,260,260,258,259,6,37487125,385000,2110000,39982125
2019/5/7,25686126,8339,6719199455,259.5,263,259,262.5,3.5,28669100,842044,1898000,31409144
2019/5/8,25902364,7905,6750083504,260,261.5,259.5,260,2.5,35987532,166023,1961000,38114555
2019/5/9,34166574,10995,8798140796,259.5,259.5,256,256.5,3.5,47017391,10000,2172000,49199391
2019/5/10,18868212,8009,4844594484,257,259,255,256,0.5,24751458,366000,1277000,26394458
2019/5/13,29317535,11974,7374249589,253,254,249.5,250.5,5.5,32157277,259000,2747000,35163277
2019/5/14,45620708,14283,11345067455,247.5,251,245,248.5,2,57814818,220000,5057000,63091818
2019/5/15,37223479,12041,9327051888,251,252,249,249,0.5,51738253,123000,2256000,54117253
2019/5/16,30331519,11402,7520908612,248.5,249.5,246,247,2,43668299,51000,1318000,45037299
2019/5/17,40006856,15217,9775372898,249,249,241.5,241.5,5.5,55236191,90000,2004000,57330191
2019/5/20,47097661,13099,11303513908,242.5,243,238,238,3.5,62863149,326000,4234000,67423149
2019/5/21,82872775,25418,19418705158,233.5,236,232.5,234,4,111107799,228000,5219000,116554799
2019/5/22,36289034,14019,8669172710,236.5,240.5,235.5,238,4,40323556,529000,2913000,43765556
2019/5/23,62258627,24974,14379543985,233.5,233.5,230,230,8,80686243,184000,3403000,84273243
2019/5/24,38226789,14586,8866253632,230,234,230,233,3,45370613,82000,2146000,47598613
2019/5/27,37447033,13895,8697538216,234,235,231,231,2,49933098,141000,1541000,51615098
2019/5/28,99322033,10122,22910765567,232,232,230.5,230.5,0.5,178758873,461000,824000,180043873
2019/5/29,32260236,10233,7385029780,228,230.5,227,229.5,1,41389535,426000,1367000,43182535
2019/5/30,40375328,8772,9292745636,230,231.5,229,231,1.5,68813255,146000,1060000,70019255
2019/5/31,49163217,14365,11559578381,232,237.5,231,235.5,4.5,67039739,534000,1829000,69402739
2019/6/3,36687092,8857,8651389851,235.5,238.5,232,238,2.5,53200667,350000,1198000,54748667
2019/6/4,24443428,11779,5745045809,237.5,238,233,233,5,28681039,405000,1482000,30568039
2019/6/5,35901584,12064,8461930934,238,238,234,235,2,51306853,503000,1480000,53289853
2019/6/6,34651731,14723,8008768323,231.5,232,229.5,232,3,40644106,288000,2867000,43799106
2019/6/10,35521888,15588,8442986620,237.5,240,234.5,240,8,45834797,151820,1791000,47777617
2019/6/11,34691670,13157,8448805962,240,246,239,244.5,4.5,39391100,272000,2840000,42503100
2019/6/12,30409556,11457,7469805086,244.5,247.5,243,246,1.5,42832696,323570,1370000,44526266
2019/6/13,33731724,13552,8136137708,242.5,244,240,240,6,40094808,168352,2792000,43055160
2019/6/14,35403556,14911,8396819832,238.5,239.5,236,236,4,46375191,237000,3294000,49906191
2019/6/17,51692012,20943,12043369475,231.5,235,230.5,233,3,65537466,311599,3106000,68955065
2019/6/18,28798087,9681,6758454612,234,235.5,233,235.5,2.5,45074962,170000,1190000,46434962
2019/6/19,50234372,20528,12181979568,242.5,244,240.5,244,8.5,54768591,828000,7200000,62796591
2019/6/20,39717291,13879,9697726719,242,245.5,241,245,1,51393999,240000,1831000,53464999
2019/6/21,62136304,19049,15398139830,248,248.5,246,248.5,3.5,71303353,471000,3398000,75172353
2019/6/24,43460507,17780,10476936660,241,242,240,241,0,46049247,28315,4444000,50521562
2019/6/25,29735283,11130,7118002390,241,241.5,237,238.5,2.5,29344287,52000,1748000,31144287
2019/6/26,28770041,13535,6757991717,235,236.5,234,234.5,4,33364617,157000,1300000,34821617
2019/6/27,42007834,14983,10063332494,236,241.5,236,240.5,6,57116706,471000,1300000,58887706
2019/6/28,28085212,8987,6715488371,241.5,241.5,238,239,1.5,38538251,205000,770000,39513251
2019/7/1,66370875,29551,16445222750,245.5,250,245,248.5,9.5,61309888,2450000,5435000,69194888
2019/7/2,26832202,12531,6671951743,249.5,250,247.5,249,0.5,28448001,967000,568000,29983001
2019/7/3,29549774,16033,7190777082,244,245,242,242.5,6.5,27892954,158000,2783000,30833954
2019/7/4,18691240,8565,4561556160,244.5,245,242.5,244,1.5,21529179,294781,585000,22408960
2019/7/5,27317074,9013,6624379927,244.5,245,241.5,243,1,35386754,53000,778000,36217754
2019/7/8,29190909,10552,7057462187,240,244.5,240,242.5,0.5,38057428,51000,1956000,40064428
2019/7/9,16538987,6486,3998096596,241.5,243,240.5,242,0.5,20855784,206000,591000,21652784
2019/7/10,23812131,12366,5839691357,243,247,243,247,5,24004259,337000,2610000,26951259
2019/7/11,31296289,14360,7809358257,250,250,247.5,250,3,29665457,269000,1907000,31841457
2019/7/12,23868432,8363,5984689000,252,252,249.5,250.5,0.5,30206076,37000,1282000,31525076
2019/7/15,34264300,12174,8663129910,251,254.5,249.5,254.5,4,41217609,144000,1013000,42374609
2019/7/16,26141249,8994,6678755679,254,256.5,253.5,256,1.5,32642427,190000,827000,33659427
2019/7/17,34346648,11106,8686815824,254,254,251,252,4,50057046,272000,2082000,52411046
2019/7/18,20908575,8245,5300082470,252,254.5,251.5,254,2,26455339,61784,2627000,29144123
2019/7/19,59879798,21827,15573278932,259.5,261,259,259,5,70246773,1073000,2419000,73738773
2019/7/22,31863639,13424,8385222407,263,264,262,264,5,39679467,452000,1400000,41531467
2019/7/23,29273223,12791,7734089131,265.5,266.5,262.5,264,0,35392750,232000,676000,36300750
2019/7/24,24511039,10617,6484708226,266.5,266.5,263,265,1,28230097,132000,2614000,30976097
2019/7/25,30698545,10643,8091922380,264,265,261.5,265,0,43884807,401000,641000,44926807
2019/7/26,20768071,8850,5434082968,261,262.5,261,261,4,29125391,232000,698000,30055391
2019/7/29,18473320,6681,4822762518,260,262,259.5,261,0,25345812,37000,895000,26277812
2019/7/30,22895612,7191,5975389270,262.5,263,260,260,1,32232998,412000,1290000,33934998
2019/7/31,36365601,10468,9413416604,260,260,257,259.5,0.5,59219913,20000,2820000,62059913
2019/8/1,30107526,11372,7722031382,257.5,257.5,255.5,256.5,3,40768099,256000,2021000,43045099
2019/8/2,54165644,18096,13627068452,252,253.5,250.5,251.5,5,71812735,245000,1453000,73510735
2019/8/5,52835721,20136,13092403583,251,252,245.5,246.5,5,58454341,584000,3015000,62053341
2019/8/6,58916879,22358,14440787992,240,250,240,248.5,2,55570289,761000,3288000,59619289
2019/8/7,29435460,11208,7305272500,250,250.5,246.5,248,0.5,33813117,558000,2117000,36488117
2019/8/8,30140266,11228,7599200564,248,254,248,253.5,5.5,37905481,479075,1845000,40229556
2019/8/12,24732603,8415,6242935989,254.5,254.5,251,251,2.5,35288461,553000,1138000,36979461
2019/8/13,25045107,11377,6204239476,249,249.5,246.5,246.5,4.5,33832718,359018,1217000,35408736
2019/8/14,36336703,13609,9142333535,252.5,254,249.5,249.5,3,41297896,304000,3325000,44926896
2019/8/15,28277412,10852,6994442633,247,248.5,246,248,1.5,35576893,746000,2110000,38432893
2019/8/16,25696715,8994,6420744887,249.5,252,248,250,2,33776049,123000,1407000,35306049
2019/8/19,25098514,9398,6326683127,251.5,253,250.5,252,2,32043877,372000,931000,33346877
2019/8/20,20620494,8214,5233263533,254,254.5,252.5,254.5,2.5,25015678,162000,1459000,26636678
2019/8/21,20269296,7383,5152545480,254.5,255,253,254.5,0,28467792,154000,1298041,29919833
2019/8/22,22136840,8794,5659296700,257,257.5,254,254,0.5,25083620,2069000,1661000,28813620
2019/8/23,14772877,5663,3748071178,253.5,254.5,253,254,0,17528768,313000,980000,18821768
2019/8/26,31740620,13388,7910873500,249,250.5,248.5,248.5,5.5,39048030,648000,864000,40560030
2019/8/27,53664951,8939,13410582151,250.5,251,248.5,250,1.5,94114815,635000,562000,95311815
2019/8/28,15280882,6829,3852096070,250.5,253,250.5,252,2,19363114,145000,787000,20295114
2019/8/29,20085767,6596,5078703588,253,254,251,254,2,29293258,242000,324000,29859258
2019/8/30,35299201,13703,9092482858,256.5,259,256,259,5,43351428,50000,780000,44181428
2019/9/2,14776854,7608,3800453292,258,258,256,257.5,1.5,15720832,295000,1009000,17024832
2019/9/3,26086495,11210,6642868555,256.5,258,253,254,3.5,32308157,577000,1818000,34703157
2019/9/4,23697733,9291,6081456520,254,258,254,257.5,3.5,30894275,494000,2434000,33822275
2019/9/5,49041728,22796,12869665251,263,263,260.5,263,5.5,54239236,1552000,2374000,58165236
2019/9/6,26609515,11957,7016868801,265,265,263,263.5,0.5,31852570,341000,875000,33068570
2019/9/9,17317833,8762,4585545966,265.5,266,263.5,265,1.5,15368458,168000,1272000,16808458
2019/9/10,30019866,11831,7862297242,263.5,264,260.5,261.5,3.5,39552744,397000,1782000,41731744
2019/9/11,36266015,12058,9508884445,264,264.5,260.5,263,1.5,47609934,417000,2887000,50913934
2019/9/12,38792293,8282,10198483555,265,265,261.5,262.5,0.5,61710471,194000,1268000,63172471
2019/9/16,38913966,11120,10258240252,262,265.5,261.5,265.5,3,53929869,70290,1393000,55393159
2019/9/17,30069844,9222,7979032930,266.5,266.5,264.5,265,0.5,40958674,135000,1603000,42696674
2019/9/18,51360759,17993,13754334364,267,269.5,266.5,267,2,54897136,487968,4384000,59769104
2019/9/19,27165567,10194,7216457755,268,268,264,265,0,30190469,836000,895000,31921469
2019/9/20,44555865,9109,11785924559,266,266.5,264,264,1,71528130,1582000,1193000,74303130
2019/9/23,14220208,5647,3749146092,264,264,263,264,0,16417776,564000,453100,17434876
2019/9/24,24304943,9180,6419420695,263.5,265.5,262,265,1,30355569,60992,1924000,32340561
2019/9/25,23244163,7145,6144037875,262.5,266,262,266,1,32520118,1260000,1788000,35568118
2019/9/26,34128103,11861,9139219995,269,269.5,266.5,268,2,44952172,739000,1585000,47276172
2019/9/27,44242817,16626,12021629536,271.5,272.5,271,272,4,52355587,1072000,1412000,54839587
2019/10/1,75248890,26648,20886838992,273,280.5,273,280,8,93601370,638266,2795000,97034636
2019/10/2,30572953,12294,8553297334,280,281,279,279.5,0.5,37462940,749000,1608000,39819940
2019/10/3,35874864,12853,9891620358,274,277.5,274,276.5,3,46272241,405000,1173000,47850241
2019/10/4,35814613,13780,9924872301,279.5,280,275,276.5,0,43651765,345000,1344000,45340765
2019/10/7,17750230,7757,4944376000,279,279.5,277.5,278,1.5,15335416,238000,622000,16195416
2019/10/8,39868551,16721,11341522526,283.5,286.5,282.5,286.5,8.5,49116787,188000,1871000,51175787
2019/10/9,34895456,14567,9890256397,283.5,286,282,282,4.5,39715744,472000,4137000,44324744
2019/10/14,53403517,17812,15508059122,291.5,291.5,288.5,290,8,73979817,319000,1795000,76093817
2019/10/15,54754830,15485,16088110873,293.5,296,292,293.5,3.5,78788905,492000,1357000,80637905
2019/10/16,42917144,16650,12670374493,298,298,293.5,296.5,3,55234082,193821,2763001,58190904
2019/10/17,41920938,15170,12296120182,295,295.5,292,293.5,3,52468425,123225,1599000,54190650
2019/10/18,45460984,18000,13299843176,293,295.5,291,293,0.5,47047849,358000,2036000,49441849
2019/10/21,35860365,14682,10389254035,291,291,288.5,290,3,32369120,182000,1260000,33811120
2019/10/22,26525020,10186,7767636380,292.5,294,291.5,294,4,29176854,29000,818000,30023854
2019/10/23,30382408,11753,8877572772,293.5,293.5,290.5,293,1,31989965,306136,3373000,35669101
2019/10/24,29040827,10649,8488069650,294.5,294.5,291,293,0,33812767,200000,1757000,35769767
2019/10/25,25082711,11064,7362074526,294.5,294.5,292.5,293.5,0.5,30273216,140707,546000,30959923
2019/10/28,20216561,9257,5958714595,295,295.5,294,294.5,1,16690975,388000,648000,17726975
2019/10/29,37130131,14060,11044649541,297,298.5,296.5,298.5,4,43385272,459000,1632000,45476272
2019/10/30,32370342,11084,9646551600,298.5,299.5,296.5,299.5,1,43673293,187000,1040000,44900293
2019/10/31,43123514,12997,12921309531,300,301.5,298.5,298.5,1,56161953,174000,1344000,57679953
2019/11/1,30216678,10241,8998151212,299.5,299.5,296.5,299,0.5,38921572,154000,1040000,40115572
2019/11/4,45155671,18475,13767873778,302.5,308,301,307,8,38109698,302000,1201000,39612698
2019/11/5,32253184,13698,9965563625,307.5,310.5,307,310.5,3.5,35375854,688000,824000,36887854
2019/11/6,22149743,9660,6864516290,309,311.5,308,311,0.5,23856797,475000,1260000,25591797
2019/11/7,28453659,12277,8769417841,310,310,306.5,309,2,31026974,1483000,1266000,33775974
2019/11/8,26230542,12740,8040782450,308.5,309,305.5,305.5,3.5,29826385,1096000,1256000,32178385
2019/11/11,35285583,15246,10660082266,305,305,300,301,4.5,41223401,515000,1147000,42885401
2019/11/12,19016708,8957,5774255431,302.5,305,302,305,4,23250927,352000,413000,24015927
2019/11/13,18422438,6039,5583245970,303,304,301.5,304,1,26878379,20000,1196000,28094379
2019/11/14,15734835,6219,4776767840,304.5,305,302,303.5,0.5,19517739,248000,707000,20472739
2019/11/15,29038445,8672,8891701115,305.5,307.5,304.5,307,3.5,34203693,705000,847000,35755693
2019/11/18,18741325,8420,5796331075,308.5,311,307,311,4,17763860,1307000,472000,19542860
2019/11/19,33096197,11121,10365611120,312.5,315,311,315,4,42108222,624000,1434000,44166222
2019/11/20,24538973,9143,7681229345,314,314,312,313.5,1.5,30271215,755000,1871000,32897215
2019/11/21,30163833,11638,9329845096,309.5,311,307,311,2.5,35850651,735986,1197000,37783637
2019/11/22,26492984,9407,8188665024,310,310.5,308,309,2,35678755,533000,993000,37204755
2019/11/25,19855177,8067,6133713443,310.5,310.5,307,307,2,25942445,96000,1042000,27080445
2019/11/26,101916622,10321,31332308518,310,310.5,307,307,0,183599082,349000,1474000,185422082
2019/11/27,18527648,7916,5732316828,307.5,311.5,307.5,311,4,25575981,244000,1012000,26831981
2019/11/28,19718982,9289,6111322584,310,312,308.5,309.5,1.5,25797784,372575,857000,27027359
2019/11/29,32423561,15368,9922872967,309,309.5,305,305,4.5,33201047,420000,2550000,36171047
2019/12/2,25516807,8465,7844458306,307,308,306.5,307.5,2.5,30608367,371000,701000,31680367
2019/12/3,27686319,9206,8472595177,305,307,305,307,0.5,36957217,151000,1156000,38264217
2019/12/4,34911686,9989,10652239802,305,306,304,306,1,48598046,281000,1369000,50248046
2019/12/5,39349842,13587,12240671524,309,312,309,312,6,51865618,216000,1190000,53271618
2019/12/6,18402703,8974,5771010050,315,316,311,313,1,20739367,225000,818000,21782367
2019/12/9,23556081,10583,7433484496,314,316.5,314,316,3,28413213,425000,977000,29815213
2019/12/10,20847594,8702,6540475540,315,315.5,312.5,313.5,2.5,27235564,463000,844000,28542564
2019/12/11,34329148,11689,10866410212,314,319,313,319,5.5,45127300,305000,1687000,47119300
2019/12/12,52801851,22555,17446169339,325,334.5,324,331.5,12.5,57490347,467000,4050000,62007347
2019/12/13,60843939,23025,20697194061,340,343,338,339,7.5,75617312,693000,2937000,79247312
2019/12/16,48340188,16938,16272523200,336.5,338.5,336,336,3,71084781,468000,1605000,73157781
2019/12/17,41428458,16808,14153896438,335,345,335,345,9,53149322,466000,941000,54556322
2019/12/18,42486841,15836,14594689501,341.5,345,341.5,344.5,0.5,59401987,791000,1060000,61252987
2019/12/19,55667012,28105,18774880620,340,342,335,335,0,55513676,1019000,3591000,60123676
2019/12/20,86280459,28112,28483237354,332,333,328.5,329,6,111572081,1669000,4150000,117391081
2019/12/23,26911340,12310,8923609754,329.5,334,329.5,334,5,28683769,686000,1214000,30583769
2019/12/24,13783907,7887,4591661991,334,334.5,332,332,2,13402278,125000,564000,14091278
2019/12/25,12262954,7597,4075131136,332,334.5,331,333,1,3567015,239000,1980000,5786015
2019/12/26,11427884,6439,3803665702,333,334,331.5,333,0,5126158,366000,963000,6455158
2019/12/27,16677806,8660,5624251712,335,338,335,338,5,16656054,128000,563000,17347054
