DateTime,Volume,Transaction,Value,Open,High,Low,Close,Change,ForeignVol,TrustVol,DealerVol,InvestorsVol
2015/6/12,35243603,9645,5072826832,144,144.5,142.5,144.5,1,44224462,416000,696342,45336804
2015/6/15,23775780,7385,3409554790,144.5,144.5,142.5,143,1.5,29677000,440000,692000,30809000
2015/6/16,28696598,11387,4063948476,143,143,141,142,1,38630903,344000,1150000,40124903
2015/6/17,31675566,8595,4518862957,143,143.5,142,142.5,0.5,47934782,92000,2094000,50120782
2015/6/18,28627136,5820,4072821812,142,143,142,142,0.5,40513372,557000,2628000,43698372
2015/6/22,29598804,8985,4224036248,142,143.5,142,142,0,38398629,615000,2822000,41835629
2015/6/23,37809098,11319,5454961112,143,145,142.5,144.5,2.5,44669990,1124000,3653000,49446990
2015/6/24,21134324,7362,3054456980,144.5,145,143.5,145,0.5,27648530,740000,971000,29359530
2015/6/25,45571067,11443,6670295223,145,147,145,146.5,1.5,54296451,423000,3990296,58709747
2015/6/26,34170981,10199,4994996846,147,147.5,145.5,146,0.5,26440744,259000,5285704,31985448
2015/6/29,53096169,20523,7415992660,140.5,141,138.5,138.5,0,38029132,202000,4665000,42896132
2015/6/30,45375815,15871,6336988915,139,140.5,138.5,140.5,2,52837387,308000,1513000,54658387
2015/7/1,33330373,9303,4704327416,140,142.5,139,141,0.5,45437401,195000,1335000,46967401
2015/7/2,24309420,6836,3434751403,140.5,142,140.5,141.5,0.5,38036824,481000,710000,39227824
2015/7/3,17091230,6179,2414975440,141.5,142.5,140,142.5,1,21509464,50000,1355999,22915463
2015/7/6,20683912,7067,2913509592,141,141.5,140.5,140.5,2,26265808,550000,1034000,27849808
2015/7/7,26545982,8780,3750582962,141,142,140.5,140.5,0,40345872,25000,1631000,42001872
2015/7/8,52066084,15496,7229638176,140.5,141,138,138,2.5,69908668,287000,1366000,71561668
2015/7/9,53784773,12715,7323598974,134,138,134,136.5,1.5,61733262,478000,4951000,67162262
2015/7/13,35404791,11386,4886264549,137,139.5,137,138.5,2,50495197,53000,2689000,53237197
2015/7/14,27574220,7319,3833141080,139.5,140.5,138,138.5,0,40409027,45000,2859000,43313027
2015/7/15,23485780,8278,3254659920,139,139.5,138,138.5,0,34217964,628000,2178000,37023964
2015/7/16,37250129,11167,5121828673,140,140,135.5,136.5,2,43748767,640000,2079000,46467767
2015/7/17,55848153,14284,7769816420,138,140,138,140,3.5,59348484,1170000,3224000,63742484
2015/7/20,27906576,11095,3902530824,141.5,142,138.5,139,1,37625826,966000,1839000,40430826
2015/7/21,21857010,5806,3068308230,141,141.5,139.5,140.5,1.5,28694800,958000,1866000,31518800
2015/7/22,27408864,9026,3802971061,139,139.5,138,139,1.5,42807007,556000,924000,44287007
2015/7/23,38176255,11509,5216033345,137,137.5,136,136,3,53262680,457000,1772000,55491680
2015/7/24,39062686,10517,5342465602,138,138,136,137,1,56867249,873000,817000,58557249
2015/7/27,45080466,13816,6060338122,135,135.5,134,134,3,54540798,547000,2868000,57955798
2015/7/28,35777744,9966,4833495065,135,136.5,134,134,0,44625011,796000,2866000,48287011
2015/7/29,30500205,7453,4119983712,135,136,134.5,135.5,1.5,48316535,338000,1711000,50365535
2015/7/30,37085996,10767,5121289968,136,139,136,138.5,3,52555894,527000,2049000,55131894
2015/7/31,40479318,9383,5626919922,140.5,140.5,137.5,139.5,1,63848728,371000,1988000,66207728
2015/8/3,33815561,12990,4581161735,138.5,138.5,134.5,134.5,5,43169104,768000,2452000,46389104
2015/8/4,27514927,8099,3727032372,135,136.5,134.5,136.5,2,31556087,584000,5560000,37700087
2015/8/5,28577967,9154,3847991545,135.5,135.5,134,134,2.5,38942609,639000,2472000,42053609
2015/8/6,39658057,13110,5305805578,136,136,132,134,0,53962181,1290000,1629000,56881181
2015/8/7,30591687,11911,4053463871,133,133.5,131.5,133,1,30302717,656000,1266000,32224717
2015/8/10,65582829,23713,8428219770,131,131,125.5,129,4,51461040,2109000,4438000,58008040
2015/8/11,65988387,18947,8701858164,133.5,133.5,130.5,130.5,1.5,85072889,1248000,5117000,91437889
2015/8/12,45838052,12740,5897521548,129.5,130,127.5,128.5,2,57133900,832000,1799618,59765518
2015/8/13,43697151,11405,5611218672,129,130,127.5,128,0.5,62426514,581000,1117000,64124514
2015/8/14,40366795,13469,5093780530,128,128.5,125,126,2,52033600,1770000,1768000,55571600
2015/8/17,38956377,14068,4826111748,125.5,125.5,123,124,2,54451990,529000,1475285,56456275
2015/8/18,41823656,11837,5252723656,125,126.5,125,126,2,65377801,266000,2044000,67687801
2015/8/19,47213363,11362,5917827915,127.5,127.5,124,125,1,75022546,74000,1278000,76374546
2015/8/20,38767923,8015,4841207748,124.5,126,123.5,126,1,58054148,623000,1518000,60195148
2015/8/21,67341681,15912,8241493111,123,124.5,121,121,5,87028463,335000,2406000,89769463
2015/8/24,118882318,25681,13766338730,120,121,112.5,115,6,159050046,293000,5696000,165039046
2015/8/25,99479290,27240,12096689497,118,124,117.5,123.5,8.5,135150005,1509270,4572000,141231275
2015/8/26,65899783,17863,8066184686,121,124.5,119.5,122.5,1,94982044,1387000,1711000,98080044
2015/8/27,53549076,14964,6648501174,125,125,122,124,1.5,76216440,261000,1643000,78120440
2015/8/28,41879827,12018,5251054885,127,127,124.5,125,1,56288730,834000,1950000,59072730
2015/8/31,57088355,12112,7220131440,126,129,123.5,129,4,83938463,458000,3737000,88133463
2015/9/1,42394536,14184,5307014000,127.5,127.5,124,124,5,57229006,878000,2924444,61031450
2015/9/2,37232124,12205,4657522507,123,127,123,125.5,1.5,49641042,1170000,1485000,52296042
2015/9/3,24054041,7059,3037526707,127.5,127.5,125,127,1.5,31555400,570000,2340000,34465400
2015/9/4,23047166,8111,2886200250,126.5,127,123.5,125,2,30616555,338000,1403000,32357555
2015/9/7,26152920,10743,3228675340,124.5,126,122,122.5,2.5,28684803,367000,2294000,31345803
2015/9/8,15112954,5645,1857557798,122.5,123.5,122,123,0.5,17591855,311259,739000,18642114
2015/9/9,53969621,19715,6910196909,126.5,129,126.5,129,6,60687703,849000,1615000,63151703
2015/9/10,34029707,10207,4288394042,127,128,125,125,4,46685434,443000,1735000,48863434
2015/9/11,24548989,7250,3097236675,125.5,127.5,124,127.5,2.5,32613682,633000,812000,34058682
2015/9/14,25582357,8062,3261310994,128,129,126,127.5,0,29682067,510683,983000,31175750
2015/9/15,22223400,7271,2806493840,127.5,128,125.5,126,1.5,33132808,55000,1031000,34218808
2015/9/16,44137380,14052,5691421260,128,130,127.5,129.5,3.5,58372497,1004000,2063000,61439497
2015/9/17,52529479,16702,6868009789,130.5,131.5,130,131,1.5,72071283,289940,836000,73197223
2015/9/18,32590064,7572,4261707884,129.5,131.5,129,131.5,0.5,51278340,2070000,741000,54089340
2015/9/21,35271713,7636,4552208310,130,130,128.5,129.5,2,56859318,273000,1793000,58925318
2015/9/22,18378270,6249,2374696906,130,130,128.5,129,0.5,28505908,335166,918000,29759074
2015/9/23,35523040,15209,4465469498,127,127.5,124.5,124.5,4.5,41349785,0,1519000,42868785
2015/9/24,44708932,12056,5671247864,127,128,125.5,127,2.5,66487366,1215000,1803000,69505366
2015/9/25,24688657,9166,3121881939,127,127.5,125,127,0,37359813,202000,1397000,38958813
2015/9/30,76377100,17686,9885619568,128,131,127,130,3,120095533,1124000,2541001,123760534
2015/10/1,53400609,15465,7046980737,131,134,129.5,133.5,3.5,69724699,1185000,2235000,73144699
2015/10/2,25252357,7698,3337391624,132.5,132.5,131.5,132,1.5,38030941,460000,795000,39285941
2015/10/5,30895136,9279,4096025572,133,133.5,131.5,132.5,0.5,42033491,732623,259000,43025114
2015/10/6,49925004,13880,6677173341,135,135.5,132.5,133,0.5,68628740,810000,365000,69803740
2015/10/7,32541468,9911,4380090918,133.5,135,133,135,2,37865074,200000,836000,38901074
2015/10/8,32054985,11299,4365954735,137,137,135,136,1,36019337,452000,634000,37105337
2015/10/12,51617728,13186,7125126614,137,139,136.5,138.5,2.5,67234299,1439000,756000,69429299
2015/10/13,37227089,11289,5105783075,138.5,138.5,136,137.5,1,49049363,238000,1160000,50447363
2015/10/14,65521186,5612,8795254492,136.5,137.5,136,136.5,1,113270316,1170804,677000,115118120
2015/10/15,73316434,18548,10255043760,139,141,139,140,3.5,90569891,756000,2191000,93516891
2015/10/16,37189898,16088,5091352293,137,137.5,136,137.5,2.5,46004165,503000,1962000,48469165
2015/10/19,26173538,9085,3606826449,138.5,139,137,138,0.5,36200543,895000,483000,37578543
2015/10/20,28795564,8838,3984111090,139,139,137.5,139,1,37444165,646000,658000,38748165
2015/10/21,20006939,7624,2770902949,139.5,140,137.5,138.5,0.5,24793916,268000,1366000,26427916
2015/10/22,15168792,4864,2089852382,138,138.5,137,137.5,1,23715175,310000,553382,24578557
2015/10/23,35666256,13889,4984092182,140,140.5,139,140,2.5,44192180,606000,1225000,46023180
2015/10/26,24412462,8837,3416504880,140.5,140.5,139,140,0,29377092,185000,963000,30525092
2015/10/27,26557567,6719,3679734913,138.5,140,137.5,139,1,34037553,9000,520000,34566553
2015/10/28,22557317,7911,3104131564,137,139,137,138,1,26782264,110000,858000,27750264
2015/10/29,20463741,6452,2815951517,139,139.5,136.5,136.5,1.5,28960255,135000,762000,29857255
2015/10/30,28293017,6840,3870125863,137,137.5,136,136.5,0,45812362,130000,759000,46701362
2015/11/2,22789011,7961,3118360787,138.5,138.5,135.5,137.5,1,30606375,181000,861000,31648375
2015/11/3,36442564,12148,5082111090,138.5,140,138,139.5,2,48352564,359000,1524000,50235564
2015/11/4,75685074,27863,10841451697,141.5,144.5,141,144.5,5,76544481,963000,2783000,80290481
2015/11/5,37827858,12575,5414337809,144,144.5,142.5,142.5,2,55925328,393000,564000,56882328
2015/11/6,51889334,12543,7276506260,144,144,139,140,2.5,72609713,276000,2033000,74918713
2015/11/9,24863486,8727,3518529742,141,143,140.5,142,2,33446143,410000,941000,34797143
2015/11/10,23336811,9060,3261350610,141.5,141.5,139,139.5,2.5,28723255,472000,971000,30166255
2015/11/11,29463476,10751,4066008922,140.5,140.5,136.5,137.5,2,37013421,466000,1719000,39198421
2015/11/12,16485910,5091,2284668490,138.5,139,138,138.5,1,24957508,40000,501000,25498508
2015/11/13,22956373,7418,3148276101,137.5,139,136,136,2.5,34274630,156000,839000,35269630
2015/11/16,32132740,13597,4335757140,134,135.5,134,135,1,37500487,266000,891000,38657487
2015/11/17,28224719,11370,3926485043,138,140,137.5,138.5,3.5,26537269,748000,1361000,28646269
2015/11/18,29455424,9025,4057302068,139.5,140,136.5,137,1.5,41780631,140000,1193000,43113631
2015/11/19,28723691,9283,4004226290,138.5,140.5,138,140.5,3.5,34011603,371000,678199,35060802
2015/11/20,21649438,7571,3041708710,140.5,141,140,141,0.5,29416630,401000,505000,30322630
2015/11/23,20543619,4707,2890125945,141,141.5,140,141,0,33652549,173000,531801,34357350
2015/11/24,23245808,5910,3261352468,140,141.5,139.5,139.5,1.5,34600886,90000,656000,35346886
2015/11/25,34540578,6240,4841255700,139.5,141,138.5,141,1.5,60186192,218000,536004,60940196
2015/11/26,32927905,9850,4672046212,141,142.5,140,142.5,1.5,49520016,547000,1231000,51298016
2015/11/27,26742675,5730,3747289825,143,143,139,139,3.5,41420734,530000,931004,42881738
2015/11/30,110350217,16059,15219982613,136.5,139,136,139,0,186620711,103000,1582000,188305711
2015/12/1,48931728,15965,6882084076,140.5,142.5,138.5,142.5,3.5,68717423,147000,1555000,70419423
2015/12/2,31767868,9705,4545318756,144,144,142,142.5,0,45064945,446000,873000,46383945
2015/12/3,28204644,5048,4013101755,141.5,143,141.5,142.5,0,46662138,434000,414000,47510138
2015/12/4,31780733,10122,4481042445,141,142.5,140.5,140.5,2,47546790,233000,1166000,48945790
2015/12/7,41097638,15781,5902665174,142,144.5,142,143.5,3,44485334,1397000,1419000,47301334
2015/12/8,34037222,9537,4846422179,143.5,144,141,142.5,1,51445699,1058000,1339000,53842699
2015/12/9,30640495,8387,4323363409,142,142,140.5,140.5,2,46662862,158000,1082500,47903362
2015/12/10,41487561,8599,5817845601,140.5,141.5,139,141,0.5,61656950,298000,1747000,63701950
2015/12/11,32030596,10076,4494186536,141,142,139,139.5,1.5,45638383,598000,960500,47196883
2015/12/14,37666637,7423,5217880999,137.5,139.5,137.5,139,0.5,60834607,1011397,1208000,63054004
2015/12/15,27973102,8428,3891713298,139.5,140.5,138,138,1,40548191,440000,703818,41692009
2015/12/16,58669086,23243,8381627759,142,144,141,143.5,5.5,71973447,825000,3225000,76023447
2015/12/17,34710663,13019,5005823882,144.5,145,143,145,1.5,46702361,786000,516000,48004361
2015/12/18,41615595,8307,5964658320,143,145,142,142,3,67564247,546000,1033182,69143429
2015/12/21,26939460,8942,3808022515,141.5,142.5,140.5,141.5,0.5,37926255,471000,2181000,40578255
2015/12/22,17209761,5052,2431736616,141,142,140.5,142,0.5,23511460,130000,1102000,24743460
2015/12/23,18152173,5631,2576333960,141,143,140.5,141.5,0.5,23089989,221000,1009996,24320985
2015/12/24,13495395,4914,1926688090,143,143.5,142,142,0.5,18127768,262000,1296000,19685768
2015/12/25,6168635,1797,880104962,142,143.5,142,143,1,7896000,99000,306000,8301000
2015/12/28,10831155,4191,1555902665,143.5,144,143,143.5,0.5,13159000,315000,947000,14421000
2015/12/29,12968379,6037,1848992618,143.5,144,141.5,142,1.5,16990674,414000,1328000,18732674
2015/12/30,14713096,4651,2098167063,142.5,144,142,142.5,0.5,21193562,408000,1057995,22659557
2015/12/31,18677987,4188,2671826764,142,144,141,143,0.5,25084947,1306000,776991,27167938
2016/1/4,43800291,14188,6137797502,142.5,143.5,139,139.5,3.5,55299606,1512000,2559000,59370606
2016/1/5,46502108,15836,6436850512,139,140,137,138,1.5,45736087,556000,2496000,48788087
2016/1/6,53873344,15926,7321139064,138,138,135,135.5,2.5,57560390,659000,1927000,60146390
2016/1/7,63475065,19061,8432791819,134.5,135,130.5,133,2.5,69533047,856284,5747000,76136331
2016/1/8,52641383,11784,7022206705,132,135,132,134,1,81073611,397000,4302000,85772611
2016/1/11,48536267,10980,6430758978,133,134.5,130.5,133,1,74329753,436000,4717000,79482753
2016/1/12,35133164,9492,4657051312,133,134,131.5,133,0,48111305,65000,3654000,51830305
2016/1/13,50237061,9488,6719817674,133.5,135.5,133,133.5,0.5,76174040,625000,3095000,79894040
2016/1/14,39498490,14501,5177864180,130.5,132,130.5,131.5,2,47196846,200000,3064000,50460846
2016/1/15,79648971,20280,10911032870,137.5,138,135.5,137,5.5,99189775,2527000,5964000,107680775
2016/1/18,37008681,11947,5054777797,135,138,134.5,137,0,54341874,2356000,1608000,58305874
2016/1/19,24995537,8146,3422485906,137.5,138,136,138,1,31634598,509000,2000000,34143598
2016/1/20,44423192,13799,6000662670,137.5,137.5,133.5,134.5,3.5,61556102,875000,5384000,67815102
2016/1/21,31957378,9956,4320114707,134,136.5,134,135,0.5,47926260,610000,3980000,52516260
2016/1/22,33926219,12684,4657789586,136.5,138.5,136,138.5,3.5,46484718,307000,2917000,49708718
2016/1/25,27213347,9105,3800915858,140,140,139,139.5,1,37392745,800000,1583840,39776585
2016/1/26,24102538,6584,3325848455,137.5,139,137,137.5,2,34856623,741000,1474373,37071996
2016/1/27,24547614,8368,3417457021,139,139.5,138.5,139.5,2,37185523,307000,1372000,38864523
2016/1/28,37913413,9746,5281967085,138,140.5,138,140,0.5,50574646,1328000,3112151,55014797
2016/1/29,57557576,14517,8136870712,138.5,143,138,143,3,82225845,378000,2924004,85527849
2016/1/30,11865065,6143,1683794730,142.5,143,141,142,1,5592000,397000,1670000,7659000
2016/2/1,43828461,12189,6278170924,144,144,141.5,144,2,53189311,29000,2302000,55520311
2016/2/2,25400755,7725,3624574210,144,144.5,141.5,142.5,1.5,36248147,38000,2571058,38857205
2016/2/3,71652894,18892,10413868630,145,146,144.5,146,3.5,95043967,47000,2213000,97303967
2016/2/15,77064578,21814,11147911270,142,146.5,142,145,1,124423774,149560,3360000,127933334
2016/2/16,56361967,17135,8269447009,146,148,145.5,147.5,2.5,78755936,232000,2412500,81400436
2016/2/17,38486773,13872,5700550482,149,149,147,148,0.5,46891244,180000,4930500,52001744
2016/2/18,61877408,22057,9304766800,150,151,149.5,151,3,74161470,154000,1623000,75938470
2016/2/19,37444703,10981,5618619050,149,151,149,151,0,55248016,163000,1555000,56966016
2016/2/22,29751439,9155,4489653531,149.5,152.5,149.5,151,0,34740603,105000,2992000,37837603
2016/2/23,22500491,8897,3365510724,150.5,151,149,149.5,1.5,28895604,192000,908000,29995604
2016/2/24,22082824,7979,3279735952,149.5,150.5,147,148,1.5,28926531,96000,1405000,30427531
2016/2/25,25233069,11234,3783097850,149,151,148.5,150.5,2.5,32012441,79000,1544000,33635441
2016/2/26,46425984,9939,6913777396,151,151.5,148,149,1.5,64799676,812000,2751000,68362676
2016/3/1,44046047,12003,6637110793,148.5,152,148.5,152,3,66205495,471000,724000,67400495
2016/3/2,36101650,11075,5548587572,154,154.5,153,153,1,43076055,927000,739000,44742055
2016/3/3,28867121,10112,4438187013,154,154.5,153,154,1,36592798,64000,1272000,37928798
2016/3/4,37794356,10724,5763190355,153,153.5,151.5,152.5,1.5,57827240,401000,2263000,60491240
2016/3/7,24052580,7324,3655841160,152.5,153.5,151,152,0.5,38549666,498000,993000,40040666
2016/3/8,40643284,13764,6126859884,151,152,149.5,152,0,58387616,339000,1829000,60555616
2016/3/9,24634641,9423,3739057432,152,153,150.5,153,1,33142407,381000,1479000,35002407
2016/3/10,31343947,10930,4806652328,153,154.5,151.5,154.5,1.5,43655460,619000,1771000,46045460
2016/3/11,31297178,11727,4837597155,154.5,155,153,155,0.5,42127734,307000,1286652,43721386
2016/3/14,32987563,11927,5161781768,156.5,157.5,155.5,156,1,33422208,399000,1668000,35489208
2016/3/15,29437607,12260,4559507978,155,156.5,153,154.5,1.5,37470896,426000,2210000,40106896
2016/3/16,31126817,9853,4833620497,155.5,156,154,156,1.5,41637942,286000,1743000,43666942
2016/3/17,52228954,14989,8305206845,159.5,160,157.5,158.5,2.5,63909830,380000,3404000,67693830
2016/3/18,57866711,12106,9212470709,158.5,159.5,158.5,159.5,1,83392929,624000,749000,84765929
2016/3/21,27687094,9380,4409309006,160,160,158,160,0.5,36037987,266000,725000,37028987
2016/3/22,29303958,11945,4629935904,159.5,159.5,157,158.5,1.5,39946922,93000,1900000,41939922
2016/3/23,29439666,8670,4683223247,158.5,159.5,158,159.5,1,45324568,369000,1017000,46710568
2016/3/24,25198949,8841,3975166192,158,159,157,158.5,1,31643927,670000,2168000,34481927
2016/3/25,10970033,5593,1727600287,158.5,159,157,158,0.5,7993400,371000,981000,9345400
2016/3/28,15857144,6212,2513686562,158,159,157,159,1,17043792,633000,984000,18660792
2016/3/29,19152246,7098,3039163868,158.5,159.5,158,159,0,22816625,807000,1771000,25394625
2016/3/30,46113332,14484,7394950933,158.5,162,158.5,161.5,2.5,56853382,1113000,2063000,60029382
2016/3/31,54094182,14511,8719278002,162,163,159,162,0.5,74997898,761000,4810000,80568898
2016/4/1,34544879,10001,5490320944,161,161,157.5,158.5,3.5,45475356,415000,2490615,48380971
2016/4/6,63133315,19206,9740564255,155.5,156,153.5,153.5,5,90451967,311000,4047615,94810582
2016/4/7,35933073,10086,5527003723,155,155,152.5,154.5,1,44657769,358000,3565000,48580769
2016/4/8,42324696,12800,6638324522,154,158,154,157.5,3,49514510,395000,3022000,52931510
2016/4/11,23189461,6917,3653174233,156,159,155.5,158.5,1,25308000,258000,1745000,27311000
2016/4/12,14877049,4707,2355629198,157.5,159.5,157.5,158.5,0,18518730,168000,1316000,20002730
2016/4/13,40333113,12488,6494549624,160,162,159.5,161.5,3,48659202,575000,2580000,51814202
2016/4/14,31377056,10380,5048472016,162,162.5,160,161.5,0,40198644,241000,2672000,43111644
2016/4/15,50339512,17202,7971481408,157,160,156,159.5,2,63117367,1102260,3036000,67255627
2016/4/18,20876425,7888,3294127620,158,158.5,157.5,158,1.5,29262018,385740,1722000,31369758
2016/4/19,27622018,9884,4378113806,160,161,157,157.5,0.5,33137840,393000,3171000,36701840
2016/4/20,43418112,16130,6743768418,157.5,158,154,154,3.5,54187481,792000,2592001,57571482
2016/4/21,30419233,11654,4748320930,156,157,154,157,3,37522232,423000,1698000,39643232
2016/4/22,29237052,6485,4585332483,155.5,158,155,156.5,0.5,42665385,118000,2950749,45734134
2016/4/25,14669483,5007,2304985871,156.5,157.5,156,157.5,1,21660918,265000,907000,22832918
2016/4/26,18539344,5208,2921600608,156.5,158.5,156.5,158,0.5,31050664,301000,673000,32024664
2016/4/27,36967022,6783,5787771232,156,157.5,155.5,156.5,1.5,62667206,296000,3378000,66341206
2016/4/28,49282820,15032,7596743626,157.5,158,153,153,3.5,67070576,309000,4452000,71831576
2016/4/29,75959754,18838,11394504924,151,151,149,150,3,104028085,1187000,2958000,108173085
2016/5/3,68909160,21279,10159653180,148,148.5,146.5,147.5,2.5,80612002,387000,3596000,84595002
2016/5/4,55586383,13521,8191113993,147,149,146.5,147,0.5,73866871,175000,1888000,75929871
2016/5/5,40687466,9466,5994815468,147.5,148.5,146,147.5,0.5,61649987,180000,2037000,63866987
2016/5/6,39401142,8372,5824459658,148.5,148.5,147,148,0.5,66522093,30000,1091000,67643093
2016/5/9,39783802,12836,5865540512,148.5,149,146.5,147.5,0.5,59321593,145000,1543000,61009593
2016/5/10,39210189,8956,5773106349,147,148,146.5,147,0.5,64068423,124107,2080000,66272530
2016/5/11,45610564,11477,6728618767,148.5,149,146.5,147,0,63829889,501938,2242000,66573827
2016/5/12,24008945,7183,3525768415,147,148,146,146,1,32665830,254000,1234000,34153830
2016/5/13,60713306,19508,8748587885,145,145.5,143,144,2,75844407,338000,2446000,78628407
2016/5/16,32239094,9667,4658963140,143,145.5,143,144.5,0.5,42191619,683000,1399000,44273619
2016/5/17,32716713,8501,4782396061,145.5,147,145,147,2.5,45538348,660000,2101000,48299348
2016/5/18,31106657,9452,4552181579,146,147,145,147,0,47515990,127000,2122000,49764990
2016/5/19,35192869,8803,5165152743,148,148.5,145.5,147,0,53180647,365000,1826000,55371647
2016/5/20,38046045,9513,5647033644,147.5,149.5,147,148.5,1.5,54254419,419000,4911000,59584419
2016/5/23,50174359,16914,7660606060,150.5,154.5,149.5,154,5.5,62469917,2879000,2106000,67454917
2016/5/24,25677620,8713,3904883920,152.5,153.5,151,151,3,34299762,444000,1175000,35918762
2016/5/25,35410557,10548,5441691960,153.5,155,152.5,154.5,3.5,52605097,752000,1389000,54746097
2016/5/26,18822152,8493,2908894278,154.5,155,153.5,155,0.5,30100800,191000,473000,30764800
2016/5/27,26617621,7672,4146288768,156,156.5,154.5,156.5,1.5,40793035,331000,1085000,42209035
2016/5/30,38311828,11762,6001068751,157,158,155,157,0.5,48221341,87000,1953000,50261341
2016/5/31,70177201,11056,10968771725,156.5,157.5,155,156.5,0.5,118456454,300985,2913000,121670439
2016/6/1,27743096,9500,4386766007,156,159,156,159,2.5,37970826,81000,1288000,39339826
2016/6/2,21999904,7933,3500288755,159,160,158,159,0,33272160,220000,895000,34387160
2016/6/3,32020341,10969,5124469706,159,160.5,159,160.5,1.5,42798821,327000,581000,43706821
2016/6/4,2631269,1428,420392883,160,160,159.5,160,0.5,888300,1086000,652000,2626300
2016/6/6,28898951,8667,4651663660,161,162,160,161,1,39863329,495000,1556000,41914329
2016/6/7,47573770,12269,7726094806,161.5,163.5,161,162,1,66626654,317534,1788000,68732188
2016/6/8,45587946,15173,7522713617,164,166,163.5,165.5,3.5,56872455,459000,1770000,59101455
2016/6/13,54689228,14466,8843806836,161,162.5,161,162,3.5,90187382,544000,2696000,93427382
2016/6/14,27823266,10951,4508801432,161,163,161,162,0,37440762,527000,3074000,41041762
2016/6/15,29328888,9142,4763332856,162,163,161,163,1,42236733,36000,3324000,45596733
2016/6/16,36957340,7324,5942664024,161.5,162.5,159.5,160.5,2.5,55458559,258000,3554000,59270559
2016/6/17,31326264,9885,5117145004,162.5,164.5,162,163,2.5,46864337,314552,3766250,50945139
2016/6/20,24949407,8639,4090155341,164.5,165,163,163,0,33541788,173000,3671240,37386028
2016/6/21,28042486,10369,4621986401,164,165.5,163.5,165.5,2.5,32943504,19000,3763000,36725504
2016/6/22,30409069,8180,5013175385,164.5,166,163.5,166,0.5,42127739,95000,5503000,47725739
2016/6/23,22592551,8298,3715357864,165.5,166,164,164,2,27496478,65000,4078000,31639478
2016/6/24,86994060,27192,13854488100,164,164,154.5,159,5,91268310,800000,13366000,105434310
2016/6/27,43401750,17925,6739714431,154.5,156,154,155.5,0,39186071,815000,6089000,46090071
2016/6/28,39095886,12685,6111752511,155.5,157.5,155,157,1.5,41722511,470000,2197000,44389511
2016/6/29,32131574,12754,5108302566,158.5,160,158,159,2,34622931,342000,1746000,36710931
2016/6/30,42854433,14833,6916567646,161,163,159.5,162.5,3.5,52627140,226000,3353000,56206140
2016/7/1,36577822,13186,6042239175,164.5,166,163.5,166,3.5,40500597,169000,2256000,42925597
2016/7/4,25968655,9484,4302829364,165.5,166.5,164.5,166,0,31290198,389000,1549000,33228198
2016/7/5,16422882,6930,2697844648,165,165.5,164,164,2,20192877,973000,851000,22016877
2016/7/6,35100107,12026,5661722124,163,163,160.5,161.5,2.5,43835935,733000,2276000,46844935
2016/7/7,24442273,9726,4009459272,163.5,165,163,164.5,3,23223208,261000,2103000,25587208
2016/7/11,53434920,14951,9066254650,170,170.5,168.5,170,5.5,68403798,607000,7167000,76177798
2016/7/12,42128936,15021,7177356520,171,171.5,169.5,171,1,52566156,527000,1469000,54562156
2016/7/13,51719990,17109,8708079977,169.5,170,167,168.5,2.5,76521151,921000,2657000,80099151
2016/7/14,36131819,12414,6094183541,167,170,167,169,0.5,53994243,817000,3820000,58631243
2016/7/15,41822109,13283,7039081421,168,169.5,166.5,169.5,0.5,58035031,1100522,1943000,61078553
2016/7/18,24774059,6898,4188965471,168,170,168,169.5,0,36559717,712000,1256000,38527717
2016/7/19,43707370,12495,7424369044,170.5,170.5,169,170.5,1,71308014,1265026,1121000,73694040
2016/7/20,39076857,14235,6633505533,170,170.5,169,170,0.5,59743620,451778,2458000,62653398
2016/7/21,35220658,12625,6034355320,171,172,170,172,2,51323640,632275,1265000,53220915
2016/7/22,29804436,9643,5106380820,172,172,170.5,171,1,46701150,976000,1951000,49628150
2016/7/25,27180811,9757,4645419181,172,173,169,171.5,0.5,33694851,1123000,1402000,36219851
2016/7/26,32736383,12399,5634149876,172,173,171.5,173,1.5,47384751,750000,413000,48547751
2016/7/27,36108136,10896,6318691514,175,176,174.5,175,2,43983000,87000,1095000,45165000
2016/7/28,31138296,9647,5464444857,175,176.5,173,176.5,1.5,45141240,350039,1554000,47045279
2016/7/29,30008528,8686,5229445495,177,177,172.5,172.5,4,41631672,377542,2526000,44535214
2016/8/1,34703892,11713,6112481446,175,177,174.5,177,4.5,48643030,322000,3558005,52523035
2016/8/2,15366106,6097,2707287048,177.5,177.5,175.5,176,1,23291673,609000,804995,24705668
2016/8/3,21652236,8267,3745324328,172.5,174,172,172.5,3.5,26792619,318000,2105000,29215619
2016/8/4,14292159,4503,2481942916,173,174.5,172.5,174.5,2,20698968,404686,1055000,22158654
2016/8/5,25803777,8212,4555686581,175,177.5,174,177,2.5,31051289,361000,3195998,34608287
2016/8/8,16241757,5032,2882438800,178,178,176.5,178,1,21593726,332000,800000,22725726
2016/8/9,16443465,6767,2940137770,178.5,179.5,177,178.5,0.5,22455888,600000,1453567,24509455
2016/8/10,19307662,5979,3453612114,179,179.5,178,179.5,1,30927420,389000,694000,32010420
2016/8/11,28216223,9250,4982106809,177.5,178,175.5,176.5,3,38834412,558000,1418435,40810847
2016/8/12,23986752,7860,4264514880,178.5,178.5,177,177.5,1,38798811,282000,1323000,40403811
